id;subject_rf;name_full;name_short;name_employee;inn;orn;legal_address;actual_address;phone;email;site;count_mkd;area_total;w_summ
7723870;"Новосибирская область";"Общество с ограниченной ответственностью ""УЮТ""";"ООО ""УЮТ""";"Ольга Викторовна Попкова";5406333056;1055406387398;"г. Новосибирск, ул. Максима Горького, д. 104";"г. Новосибирск, ул. Максима Горького, д. 104";223-18-26;ooo_uyt@bk.ru;www.uyt-uk.ru;51;247775,97;35,00
8935007;"Новосибирская область";"Общество с ограниченной ответственностью ""Уютный город""";"ООО ""Уютный город""";"Алексей Петрович Ващенко";5401963103;1165476115738;"г. Новосибирск, ул. Бориса Богаткова, д. 254";"г. Обь, ул. Геодезическая, д. 10/1, п. 5";8-913-912-71-37;Milaev@mail.ru;http://уютный54.рф;9;17606,50;29,00
8918876;"Новосибирская область";"ООО ""Центр управления жилым фондом""";"ООО ""ЦУЖФ""";"Виктор Петрович Ветров";5404465096;1125476111903;"г. Новосибирск, ул. Тимирязева, д. 60";"г. Новосибирск, ул. Тимирязева, д. 60";3832032953;PCM-nsk@yandex.ru;PMC-nsk.ru;2;11438,00;34,00
7685522;"Новосибирская область";"Общество с ограниченной ответственностью Чулым ЖКХ";"ООО Чулым ЖКХ";"Александр Геннадьевич Васильев";5442001225;1105464000245;"г. Чулым, ул. Механизаторов, д. 3";"г. Чулым, ул. Кожемякина, д. 50а";"838350 39-194";chulgkx@yandex.ru;;17;8982,60;27,00
8932466;"Новосибирская область";"Общество с ограниченной ответственностью ""Эксплуатирующая компания Новомарусино""";"ООО ""ЭКН""";"Светлана Валериевна Кузнецова";5404026620;1155476142579;"г. Новосибирск, ул. Большая, д. 652";"г. Новосибирск, ул. Большая, д. 652";"(383) 383-21-34";3832134@dzh-n.ru;http://ekn54.su;32;64822,10;65,00
8857911;"Новосибирская область";"Общество с ограниченной ответственностью ""ЭЛИТ""";"ООО ""ЭЛИТ""";"Галина Геннадьевна Лантухова";5446012919;1115483000710;"г. Искитим, мкр. Южный, д. 41б, п. цокольный  этаж";"г. Искитим, мкр. Южный, д. 41б, п. цокольный  этаж";(38343)5-28-02;ukoooElit@mail.ru;www.mupgitc.ru/elit/;12;66435,31;68,50
8917836;"Новосибирская область";"Общество с ограниченной ответственностью «Энергопрогресс»";"ООО «Энергопрогресс»";"Сергей Владимирович Данилович";5410787750;1145476134462;"г. Новосибирск, ул. Турухановская, д. 30";"г. Новосибирск, ул. Турухановская, д. 30";"(383) 205-51-10";energoprogress.ooo@yandex.ru;http://energoprogress54.ru;50;204127,00;36,00
8928971;"Новосибирская область";"Общество с ограниченной ответственностью ""Эталон-Сервис""";"ООО ""Эталон-Сервис""";"Ирина Борисовна Моисеева";5406578056;1155476015452;"г. Новосибирск, ул. Дачная, д. 19";"г. Новосибирск, ул. Дачная, д. 19";381-08-32;moise5@yandex.ru;Эталон-Сервис-54.ru;3;11232,18;31,50
8467934;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГАН""";"ООО ""ЮГАН""";"Юрий Ганнович Миков";5409228540;1065473075942;"г. Новосибирск, ул. Первомайская, д. 198, п. 4";"г. Новосибирск, ул. Первомайская, д. 198, п. 4";(383)3070589;ygan54@mail.ru;ygan54.ru;12;71965,40;35,00
8021407;"Новосибирская область";"Общество с ограниченной ответственностью ""Ясная Поляна""";"ООО ""Ясная Поляна""";"Александр Михайлович Куленок";5445265441;1115445000857;"г. Бердск, тер. Бердский санаторий, д. ЦТП";"г. Бердск, тер. Бердский санаторий, д. ЦТП";83834133150;kommun2010@gmail.com;www.ukjp.ru;10;23690,50;34,00
8918048;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯСНЫЙ""";"ООО ""ЯСНЫЙ""";"Михаил Николаевич Батуков";5446116435;1145476076866;"г. Искитим, мкр. Южный, д. 55а";"г. Искитим, тер. Ясный жилмассив, д. 7";"89139202221, 838343- 9-10-09";ooojasnii2014@mail.ru;http://yasnii-iskitim.ru/;25;29446,60;34,00
8932932;"Новосибирская область";"Потребительский кооператив ""Жилищно-строительный кооператив ""На Петухова""";"ПК ""ЖСК""На Петухова""";"Вера Николаевна Юзюк";5404341277;1075404028941;"г. Новосибирск, ул. Петухова, д. 6/5";"г. Новосибирск, ул. Петухова, д. 6/5";913-958-2188;napetuhova65@mail.ru;;1;4258,20;30,50
8924395;"Новосибирская область";"Товарищество собственников жилья ""Солнечное""";""" Солнечное""";"Галина Валентиновна Морозова";5405242695;1025401912942;"г. Новосибирск, ул. Высоцкого, д. 15/1";"г. Новосибирск, ул. Высоцкого, д. 15/1";89039358606;galval62@mail.ru;http://galval62.wixsite.com/tsg-solnechnoe;1;2774,10;31,50
8478574;"Новосибирская область";"Товарищество собственников жилья «На Плахотного»";"ТCЖ «На Плахотного»";"Оксана Юрьевна Авдеева";5404366708;1085404019975;"г. Новосибирск, ул. Плахотного, д. 72/1";"г. Новосибирск, ул. Плахотного, д. 72/1";"217-49-01, 8-913-980-77-56";info@naplahotnogo.ru;;1;26116,20;33,50
8864413;"Новосибирская область";"ТВОЙ НОВЫЙ ДОМ";"ТВОЙ НОВЫЙ ДОМ";"СВЕТЛАНА ЛЕОНИДОВНА СУПРУН";5403159307;1025401311165;"г. Новосибирск, ул. Тульская, д. 90/1";"г. Новосибирск, ул. Тульская, д. 90/2";+79133868717;svetasupr12@gmail.com;;1;4771,60;27,50
8934069;"Новосибирская область";"Товарищество Домовладельцев "" Дуэт """;"ТД ""Дуэт""";"Елена Васильевна Иванова";5403118371;1025401315840;"г. Новосибирск, ул. Ватутина, д. 85а";"г. Новосибирск, ул. Ватутина, д. 85а";"8-983-322-56 23";nsk_nni@mail.ru;;2;6557,00;25,50
8750402;"Новосибирская область";"Товарищество домовладельцев ""На Дачной""";"ТД  ""На Дачной""";"Людмила Григорьевна Максакова";5402182889;1035401018850;"г. Новосибирск, ул. Тимирязева, д. 58, к. 1";"г. Новосибирск, ул. Тимирязева, д. 58, к. 1";2360199;tdnadachnoy@mail.ru;tdnadachnoy.okis.ru;1;11455,00;20,50
8913631;"Новосибирская область";"ТСЖ ""Аврора""";"Товарищество собственников жилья  ""Аврора""        ";"Анатолий Васильевич Кузьменко";5404219478;1035401522310;"г. Новосибирск, пр-кт. Карла Маркса, д. 47/1";"г. Новосибирск, пр-кт. Карла Маркса, д. 47/1";89139852052;tsg.avrora47@yandex.ru;http://tsgavrora.ru;1;14449,50;
8615786;"Новосибирская область";"ТСЖ «ДОМ У БОРА»";"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ «ДОМ У БОРА»";"АЛЕКСАНДР ГРИГОРЬЕВИЧ ВОРОТЫНЦЕВ";5405285032;1045401962968;"г. Новосибирск, ул. Выборная, д. 102";"г. Новосибирск, ул. Выборная, д. 102";+73832442689;domubora@mail.ru;http://www.reformagkh.ru;1;9771,40;47,50
8931143;"Новосибирская область";"ТСЖ ""Красный проспект 159""";"Товарищество собственников жилья ""Красный проспект 159""";"Татьяна Алексеевна Капишникова";5402563556;1135476088362;"г. Новосибирск, пр-кт. Красный, д. 159";"г. Новосибирск, пр-кт. Красный, д. 159";+7-913-733-73-63;anatoly.troy@mail.ru;http://тсж.жкхнсо.рф/тсж-красныйпроспект159/;1;11648,00;31,50
8923755;"Новосибирская область";"товарищество собственников жилья Нефтяник";"  товарищество собственников жилья Нефтяник";"Сергей Викторович Волков";5442001017;1085464000918;"г. Чулым, ул. Островского, д. 5";"г. Чулым, ул. Островского, д. 5";89130000234;tt556677@mail.ru;0;7;4355,90;32,50
8390484;"Новосибирская область";"ТСН ""Волховская""";"Товарищество собственников недвижимости ""Волховская""";"Елена Ивановна Чиликина";5404393814;1095404013924;"г. Новосибирск, ул. Волховская, д. 33а";"г. Новосибирск, ул. Волховская, д. 33а";8(383)3660208;tsj-vol33a@mail.ru;;1;12559,30;40,00
8423408;"Новосибирская область";"Товарищество собственников жилья ""ТОР-102""";ТОР-102;"Татьяна Станиславовна Савельева";5402497504;1085402009450;"г. Новосибирск, пр-кт. Красный, д. 102/2";"г. Новосибирск, пр-кт. Красный, д. 102/2";225-88-50;svr1963@mail.ru;отсутствует;1;4956,00;37,50
8925316;"Новосибирская область";"ТСЖ ""Строитель-2""";ТСЖ;"Валентина Алексеевна Астахова";5403217615;1085403017688;"г. Новосибирск, ул. Зорге, д. 131, п. 72";"г. Новосибирск, ул. Зорге, д. 131, п. 72";344-63-61;va-sth@yandex.ru;http://731.degkh.ru/tszh_stroitel_2/;1;4835,30;
8884283;"Новосибирская область";"Товарищество собственников жилья ""Кошурникова41""";ТСЖ;"Сергей Васильевич Хизов";5401324185;1095401003708;"г. Новосибирск, ул. Кошурникова, д. 41";"г. Новосибирск, ул. Кошурникова, д. 41, п. кв.93";+79628331420;koshurnikova41@yandex.ru;koshurnikova41@yandex.ru;1;7468,90;27,50
8929084;"Новосибирская область";"Товарищество собственников жилья ""Кристалл""";ТСЖ;"Геннадий Владимирович Ковалевский";5422111558;1065474011481;"г. Карасук, ул. Союзная, д. 32";"г. Карасук, ул. Союзная, д. 32";8-953-880-83-02;tszh_k@mail.ru;;1;6100,00;26,00
8915635;"Новосибирская область";"Товарищество собственников жилья ""Гигант""";ТСЖ;"Галина Григорьевна Наймушина";5401264850;1065401046072;"г. Новосибирск, ул. Бориса Богаткова, д. 266/2";"г. Новосибирск, ул. Бориса Богаткова, д. 266/2";264-01-24;62vera@mail.ru;;1;13931,40;36,50
8914601;"Новосибирская область";"Товарищество собственников жилья ""Хрустальный""";ТСЖ;"Феликс Эдуардович Лаппи";5404359718;1085404012363;"г. Новосибирск, ул. Широкая, д.  27";"г. Новосибирск, ул. Широкая, д. 27";"89137632740 (тел. председателя)";FelixLappi@mail.ru;тсжхрустальный.рф;1;10230,00;27,50
8595367;"Новосибирская область";"Товарищество собственников жилья №11";"ТСЖ №11";"Мария Захаровна Куренкова";5445258564;1085445004336;"г. Бердск, ул. М.Горького, д. 5";"г. Бердск, ул. М.Горького, д. 5";8-913-464-52-69;udina11101@gmail.com;;1;13110,90;33,50
8931413;"Новосибирская область";"Товарищество собственников жилья ""11 квартал, 21""";"ТСЖ ""11 квартал, 21""";"Дмитрий Анатольевич Ивашечкин ";5452003609;1165476065523;"г. Куйбышев, кв-л. 11-й, д. 21, п. 2";"г. Куйбышев, кв-л. 11-й, д. 21, п. 2";+79137461299;11-21@ngs.ru;;1;3768,30;22,50
8566728;"Новосибирская область";"Товарищество собственников жилья ""1905 года""";"ТСЖ ""1905 года""";"Сергей Григорьевич Есипенко";5407038286;1075400004503;"г. Новосибирск, ул. 1905 года, д. 2, п. 36а";"г. Новосибирск, ул. 1905 года, д. 2, п. 36а";79039023550;tsg1905@gmail.com;tsg1905.su;1;13328,01;36,50
8928921;"Новосибирская область";"Товарищество собственников жилья ""1-ый переулок Пархоменко-6""";"ТСЖ ""1-ый переулок Пархоменко-6""";"Анатолий Яковлевич Рябиченко";5404186864;1035401493181;"г. Новосибирск, пер. Пархоменко 1-й, д. 6";"г. Новосибирск, д. 6";89139199795;ryabichenko_2015@mail.ru;;1;5096,20;28,00
8481574;"Новосибирская область";"Товарищество собственников жилья ""60 лет Октября""";"ТСЖ ""60 лет Октября""";"Людмила Иосифовна Усенко";5404402025;1095404021790;"г. Новосибирск, ул. Широкая, д. 117, п. 111";"г. Новосибирск, ул. Широкая, д. 117, п. 111";89139353722;ludm117@ngs.ru;;1;8537,00;32,50
8913308;"Новосибирская область";"Товарищество собственников жилья «Авиастроителей, 14»";"ТСЖ «Авиастроителей, 14»";"Галина Сергеевна Истомина";5401370248;1135476112969;"г. Новосибирск, ул. Авиастроителей, д. 14";"г. Новосибирск, ул. Авиастроителей, д. 14";"+7 383 281-23-12";Galinaistomina25@mail.ru;http://тсж.жкхнсо.рф/тсж-авиастроителей14/;1;6804,20;34,50
8927279;"Новосибирская область";"Товарищество собственников жилья ""Аврора-2""";"ТСЖ ""Аврора-2""";"Валентина Анатольевна Яканина";5404238174;1045401527313;"г. Новосибирск, ул. Блюхера, д. 67/1";"г. Новосибирск, ул. Блюхера, д. 67/1";3548577;avrora.67@yandex.ru;;1;7692,80;31,00
8583496;"Новосибирская область";"Товарищество собственников жилья ""Адриен""";"ТСЖ Адриен";"Ольга Савельевна Квеглис";5401323022;1095401002586;"г. Новосибирск, ул. Адриена Лежена, д. 6, к. 2";"г. Новосибирск, ул. Адриена Лежена, д. 6, к. 2";8-905-930-09-38;kveglis.olya@yandex.ru;;1;6937,20;22,50
8557345;"Новосибирская область";"ТСЖ ""АИСТ""";"ТСЖ ""АИСТ""";"Петр Сергеевич Евдокимов";5404199052;1025401483975;"г. Новосибирск, ул. Серафимовича, д. 19";"г. Новосибирск, ул. Серафимовича, д. 19";3432-548;AIST.19@yandex.ru;731.degkh.ru/tszh_aist/;1;9208,70;33,50
8497955;"Новосибирская область";"Товарищество собственников жилья ""Академ-1""";"ТСЖ ""Академ-1""";"Игорь Николаевич Чуркин";5408282336;1105476049370;"г. Новосибирск, пр-кт. Академика Коптюга, д. 9 ";"г. Новосибирск, пр-кт. Академика Коптюга, д. 9 ";"+7(383) 335-68-64  +7(383) 328-30-82";tsz.academ-1@mail.ru;www.reformagkh.ru;2;27414,60;
8568866;"Новосибирская область";"Товарищество собственников жилья ""Академ-2""";"ТСЖ ""Академ-2""";"Сергей Вячеславович Лаврюшев";5408283690;1105476081149;"г. Новосибирск, пр-кт. Академика Коптюга, д. 9";"г. Новосибирск, пр-кт. Академика Коптюга, д. 15";8(383)335-65-52;tsg.academ2@gmail.com;http://731.degkh.ru/tszh_akadem_2/;3;31303,00;35,00
8926355;"Новосибирская область";"Товарищество собственников жилья ""Академ-3""";"ТСЖ ""Академ-3""";"Александр Сергеевич Ломанович";5408304195;1135476140711;"г. Новосибирск, пр-кт. Академика Коптюга, д. 19";"г. Новосибирск, пр-кт. Академика Коптюга, д. 19";"(383) 209-24-21  (383) 328-30-83";tsg.academ3@gmail.com;www.reformagkh.ru;1;12742,10;32,50
8436829;"Новосибирская область";"Товарищество Собственников Жилья";"ТСЖ Академия";"Сергей Михайлович Осипенко";5406299359;1045402546672;"г. Новосибирск, ул. Мичурина, д. 24";"г. Новосибирск, ул. Мичурина, д. 24";+7-9139131251;academy_tsg@bk.ru;;1;;16,50
8592481;"Новосибирская область";"Товарищество Собственников Жилья ""Академ-Уют""";"ТСЖ ""Академ-Уют""";"Татьяна Михайловна Крюкова";5408182388;1025403653945;"г. Новосибирск, ул. Ильича, д. 23";"г. Новосибирск, ул. Ильича, д. 23";8(383)332-55-19;tsg23@ro.ru;;1;15467,90;
8912137;"Новосибирская область";"Товарищество собственников жилья «А.Лежена,13»";"ТСЖ ""А.Лежена,13""";"Наталья Владимировна Однолько";5401377300;1145476028708;"г. Новосибирск, ул. Адриена Лежена, д. 13";"г. Новосибирск, ул. Адриена Лежена, д. 13";287-91-39;sinnero@yandex.ru;http://731.degkh.ru/tszh_a_lezhena_13;1;11196,00;45,00
8916296;"Новосибирская область";"Товарищество собственников жилья ""Александровский""";"тсж ""александровский""";"Марианна Владимировна Кучеева";5406556408;1095406043150;"г. Новосибирск, ул. Мичурина, д. 19";"г. Новосибирск, ул. Мичурина, д. 19";89529105274;tsch_aleksandrovskii@mail.ru;www.reformagkh.ru;1;7079,90;35,00
8592901;"Новосибирская область";"Товарищество собственников жилья ""Александровский сад""";"ТСЖ «Александровский сад»";"ИННА ВИКТОРОВНА БЕЛЯКОВА";5407029299;1075400001214;"г. Новосибирск, ул. Сибирская, д. 57";"г. Новосибирск, ул. Сибирская, д. 57";"(383) 2460884";tsgas@yandex.ru;https://www.reformagkh.ru/myhouse/finance/8598351;1;22913,00;30,00
8648606;"Новосибирская область";"Товарищество собственников жилья «АЛМАЗ»";"ТСЖ ""Алмаз""";"Игорь Андреевич Обращёв";5401330157;1095401010100;"г. Новосибирск, ул. Авиастроителей, д. 13а, п. 15";"п. Октябрьский, ул. Октябрьская, д. 28Б, п. 6";+79513644860;inia-04@yandex.ru;;3;;14,50
8915077;"Новосибирская область";"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""АЛМАЗ""";"ТСЖ ""АЛМАЗ""";"Алексей Анатольевич Анатольевич Дементьев Алексей Анатольевич";5401241700;1055401007991;"г. Новосибирск, ул. Кошурникова, д. 53/1";"г. Новосибирск, ул. Кошурникова, д. 53/2";89529087729;almaz_tszh@mail.ru;http://tsz-almaz.okis.ru/;2;;17,50
8433544;"Новосибирская область";"Товарищество собственников жилья ""Альтернатива""";"ТСЖ ""Альтернатива""";"Виктор Сергеевич Свиридов ";5407042204;1075400005988;"г. Новосибирск, ул. Максима Горького, д. 47";"г. Новосибирск, ул. Максима Горького, д. 47";8-913-480-3-666;sviridviktor@yandex.ru;;1;3170,00;24,50
8571916;"Новосибирская область";"Товарищество собственников жилья «Альянс»";"ТСЖ ""Альянс""";"Мария Александровнга Боброва";5452116151;1125485001168;"г. Куйбышев, кв-л. 13-й, д. 1";"г. Куйбышев, кв-л. 13-й, д. 1";8-913-064-56-37;kvartal13dom1@yandex.ru;http://www.reformagkh.ru;1;5125,30;62,00
8916549;"Новосибирская область";"Товарищество собственников жилья ""Альянс""";"ТСЖ ""Альянс""";"Василий Геннадьевич Белугин";5401380920;1145476091892;"г. Новосибирск, ул. Адриена Лежена, д. 10/3";"г. Новосибирск, ул. Адриена Лежена, д. 10/3";89130138103;alliance_sib@mail.ru;http://vk.com/club55009924;1;9048,50;31,50
8609398;"Новосибирская область";"Товарищество собственников жиья ""Альянс""";"ТСЖ ""Альянс""";"Лидия Александровна Цуканова";5402479801;1075400002864;"г. Новосибирск, ул. Линейная, д. 27";"г. Новосибирск, ул. Линейная, д. 27";+7-913-906-6879;alyans_tszh@mail.ru;http://moidomru.ru/alyans/;1;4839,30;26,50
8902077;"Новосибирская область";"Товарищество собственников жилья ""Амур""";"ТСЖ ""Амур""";"Вячеслав Алексеевич Бочаров";5401272709;1065401096639;"г. Новосибирск, ул. 25 лет Октября, д. 1";"г. Новосибирск, ул. 25 лет Октября, д. 1";89137890273;tsg.amur@yandex.ru;;1;6154,00;32,50
7743286;"Новосибирская область";"Товарищество собственников жилья «Ангара»";"ТСЖ «Ангара»";"Борис Валентинович Кривоножко";5405414880;1105476015699;"г. Новосибирск, ул. Бориса Богаткова, д. 218";"г. Новосибирск, ул. Бориса Богаткова, д. 218";"+7 913-701-46-57";angara218@mail.ru;http://тсж.жкхнсо.рф/тсж-ангара/;1;11474,10;35,50
8614805;"Новосибирская область";"Товарищество собственников жилья ""Антей""";"ТСЖ ""Антей""";"Григорий Михайлович Козел";5402462910;1065402014589;"г. Новосибирск, ул. Кропоткина, д. 98/1";"г. Новосибирск, ул. Кропоткина, д. 98/1";2268342;skat@211.ru;https://www.reformagkh.ru/myhouse/view/6470062;1;4774,20;30,50
8828969;"Новосибирская область";"Товарищество собственников жилья ""Антенна""";"ТСЖ ""Антенна""";"Борис Петрович Макаров";5405315784;1065405116985;"г. Новосибирск, ул. Ленинградская, д. 182";"г. Новосибирск, ул. Ленинградская, д. 182";"8 913 923 25 21";tsg182@mail.ru;тсжантенна.рф;1;10863,90;23,50
8499734;"Новосибирская область";"Товарищество собственников  жилья  ""Арбузово""";"ТСЖ ""Арбузово""";"Надежда Анатольевна Локотко";5408185759;1025403660831;"г. Новосибирск, ул. Арбузова, д. 12";"г. Новосибирск, ул. Арбузова, д. 12";89137567861;burilova.sn@gmail.com;www.reformagkh.ru;2;13072,30;71,00
8915242;"Новосибирская область";"Товарищество собственников жилья ""АРИНА""";"ТСЖ ""АРИНА""";"Николай Николаевич Бердников";5433193714;1135476098900;"рп. Краснообск, д. 203";"рп. Краснообск, д. 203, п. 362а";8-983-135-71-85;pochta@tsgarina.ru;tsgarina.ru;1;24872,60;32,50
8585336;"Новосибирская область";"Товарищество  собственников  жилья  ""Астра""";"ТСЖ ""Астра""";"Татьяна Семёновна Пестерева";5407012048;1065407004002;"г. Новосибирск, ул. Железнодорожная, д. 8/4";"г. Новосибирск, ул. Железнодорожная, д. 8/4";89059318914;t.pestereva@gmail.com;http://731.degkh.ru/tszh_astra/;1;4986,00;35,50
8591719;"Новосибирская область";"Товарищество собственников жилья ""АФАЛ""";"ТСЖ ""АФАЛ""";"Татьяна Константиновна Мостовая";5404169410;1035401481851;"г. Новосибирск, ул. Римского-Корсакова, д. 3/2, п. 5";"г. Новосибирск, ул. Римского-Корсакова, д. 3/2, п. 5";8-9137857715;ahan7@yandex.ru;;1;3060,00;31,00
8571360;"Новосибирская область";"Товарищество собственников жилья ""Афал-2""";"ТСЖ ""Афал-2""";"Надежда Валерьевна Гузанова";5404179994;1035401479300;"г. Новосибирск, ул. Костычева, д. 19";"г. Новосибирск, ул. Костычева, д. 19";"+7 951-365-87-77";afal2@yandex.ru;http://тсж.жкхнсо.рф/тсж-афал2/;1;2928,80;31,50
8758915;"Новосибирская область";"Товарищество собственников жилья ""Афал-3""";"ТСЖ ""Афал-3""";"Владимир Александрович Мосин";5404186470;1035401484690;"г. Новосибирск, ул. Блюхера, д. 17/4";"г. Новосибирск, ул. Римского-Корсакова, д. 3/2, п. 5";8913-785-7715;tsg-afal-3@yandex.ru;;1;2230,40;34,00
8164379;"Новосибирская область";"Товарищество Собственников Жилья ""Аэлита""";"ТСЖ ""Аэлита""";"Галина Сергеевна Колоусова";5405258906;1035401937504;"г. Новосибирск, ул. Выборная, д. 129/2";"г. Новосибирск, ул. Выборная, д. 129/2";269-25-20;tszh.aelita@yandex.ru;;1;4569,60;32,00
8588039;"Новосибирская область";"Товарищество собственников жилья ""Баганское""";"ТСЖ Баганское";"Ирина Владимировна Абакумова";5417105380;1085474000655;"с. Баган, ул. М.Горького, д. 18";"с. Баган, ул. М.Горького, д. 18";8(383)5321224;BaganSelsovet20@yandex.ru;;26;15238,40;19,50
8618486;"Новосибирская область";"Товарищество собственников жилья""Балтийская, 23""";"ТСЖ ""Балтийская, 23""";"Лариса Владимировна Перфильева";5408255830;1075400004932;"г. Новосибирск, ул. Балтийская, д. 23";"г. Новосибирск, ул. Балтийская, д. 23";8-383-335-61-62;lvperf@rambler.ru;www.balt-23.ru;1;11344,40;32,50
8639464;"Новосибирская область";"Товарищество Собственников Жилья ""БАУМАНА 3/3""";"ТСЖ ""БАУМАНА 3/3""";"Анна Сергеевна Железняк";5409235314;1105476083580;"г. Новосибирск, ул. Баумана, д. 3/3";"г. Новосибирск, ул. Баумана, д. 3/3";3833271323;baumana2010@mail.ru;;1;13930,90;32,50
8916100;"Новосибирская область";"Товарищество собственников жилья ""Башня""";"ТСЖ ""Башня""";"Михаил Витальевич Витухин";5404328043;1075400002875;"г. Новосибирск, ул. Ватутина, д. 27";"г. Новосибирск, ул. Ватутина, д. 27";355-15-54;adalit@mail.ru;ТСЖ-БАШНЯ.РФ;1;6249,40;32,50
8609345;"Новосибирская область";"Товарищество собственников жилья ""Башня плюс""";"ТСЖ ""Башня плюс""";"Вячеслав Юлисович Юршис";5404426548;1105476091820;"г. Новосибирск, пр-кт. Карла Маркса, д. 3";"г. Новосибирск, пр-кт. Карла Маркса, д. 3, п. 66";2911963;2911963@bk.ru;;1;4268,50;31,00
8883726;"Новосибирская область";"Товарищество собственников жилья ""Березовая роща""";"ТСЖ ""Березовая роща""";"Елена Вячеславовна Успенская";5401279292;1065400044764;"г. Новосибирск, пр-кт. Дзержинского, д. 1/1";"г. Новосибирск, пр-кт. Дзержинского, д. 1/1";+7383-363-17-84;berezovaya-roscha@mail.ru;berezovayatsj.ru;1;29160,60;
8924597;"Новосибирская область";"Товарищество собственников жилья ""Березовая роща""";"ТСЖ ""Березовая роща"" ";"Надежда Александровна Дуганова";5401320261;1085401762313;"г. Новосибирск, ул. Красина, д. 47";"г. Новосибирск, ул. Красина, д. 47";278-11-09;3832781109@mail.ru;красина47.рф;1;14912,90;33,50
8935243;"Новосибирская область";"Товарищество собственников жилья ""Берёзка""";"ТСЖ ""Берёзка""";"Владимир Андреевич Божко";5422112583;1095474000412;"г. Карасук, ул. Щорса, д. 19";"г. Карасук, ул. Щорса, д. 19";89139449915;BEREZKA_2013@rambler.ru;;1;3879,40;
8914211;"Новосибирская область";"Товарищество собственников жилья ""Биатлон""";"ТСЖ ""Биатлон""";"Галина Александровна Исакова";5401336590;1105476008549;"г. Новосибирск, ул. Полякова, д. 14";"г. Новосибирск, ул. Полякова, д. 14";8-913-381-79-50;demchenkota@mail.ru;;1;;16,50
8824419;"Новосибирская область";"Товарищество собственников жилья «Бирюса»";"ТСЖ «Бирюса»";"Галина Михайловна Каторжных";5401271720;1065401095693;"г. Новосибирск, ул. Адриена Лежена, д. 5А";"г. Новосибирск, ул. Адриена Лежена, д. 5А";+73832560637;wine_oops@mail.ru;http://тсж.жкхнсо.рф/тсж-бирюса/;1;3935,20;31,50
8588956;"Новосибирская область";"Товарищество собственников жилья ""Блеск""";"ТСЖ ""Блеск""";"Валерий Спиридонович Кладов";5402506332;1085402022914;"г. Новосибирск, ул. Линейная, д. 29\1";"г. Новосибирск, ул. Линейная, д. 29\1";2281737;KLADOV-VALERIJJ@rambler.ru;http://tsj-blesk.ucoz.ru/;1;4163,90;17,50
7650466;"Новосибирская область";"Товарищество собственников жилья ""Богаткова 241""";"ТСЖ ""Богаткова 241""";"Елена Александровна Лейбина";5401268364;1025400508638;"г. Новосибирск, ул. Бориса Богаткова, д. 241, п. 18";"г. Новосибирск, ул. Бориса Богаткова, д. 241, п. 18";8-383-211-67-81;2116781@mail.ru;reformagkh.ru;1;14861,70;27,50
8730375;"Новосибирская область";"Товарищество собственников жилья Богдана Хмельницкого 33/1";"ТСЖ Богдана Хмельницкого 33/1";"Андрей Викторович Смирнов";5410042211;1115476071941;"г. Новосибирск, ул. Богдана Хмельницкого, д. 33/1";"г. Новосибирск, ул. Богдана Хмельницкого, д. 33/1";89139155022;bogdan33-1@ngs.ru;http://tsg54.ru/bogdan33-1/;1;6415,90;24,00
8920457;"Новосибирская область";"Товарищество собственников жилья ""Боровой""";"ТСЖ ""БОРОВОЙ""";"Наталья Васильевна Лавриченко";5409229409;1075400000928;"г. Новосибирск, ул. Звездная, д. 20";"г. Новосибирск, ул. Звездная, д. 20";8-923-159-59-91;kuprina_50@mail.ru;;1;4418,10;
8930547;"Новосибирская область";"Товарищество собственников жилья ""Бородинский""";"ТСЖ Бородинский";"Нина Дмитриевна Башарина ";5403223979;1095403004157;"г. Новосибирск, ул. Петровского, д. 7";"г. Новосибирск, ул. Петровского, д. 7";8-913-930-94-68;bor_tsg@mail.ru;;15;12168,40;28,50
8912745;"Новосибирская область";"Товарищество собственников жилья "" Ботанический""";"ТСЖ "" Ботанический""";"Валентина Ивановна Баева";5402513883;1095402007953;"г. Новосибирск, ул. Дачная, д. 23, 23/1, 23/2";"г. Новосибирск, ул. Дачная, д. 23, 23/1, 23/2";"8 913 065 12 40";tsjbotanicheski@mail.ru;http://tsg54.ru/botanic;3;9682,00;
7550990;"Новосибирская область";"Товарищество собственников жилья ""Бригантина""";"ТСЖ ""Бригантина""";"Анна Владимировна Кудрук";5404452770;1125476001914;"г. Новосибирск, ул. 9 Гвардейской Дивизии, д. 25";"г. Новосибирск, ул. 9 Гвардейской Дивизии, д. 25";8(383)380-61-78;brigantina-nsk@mail.ru;;1;23600,80;32,00
