,id,subject_rf,name_full,name_short,name_employee,inn,orn,legal_address,actual_address,phone,email,site,count_mkd,area_total,w_summ
760,8931512,Новосибирская область,"Товарищество собственников жилья ""Кировец-3""","ТСЖ ""Кировец-3""",Ирина Павловна Беломоина,5403219980,1085403020603.0,"г. Новосибирск, ул. Новогодняя, д. 38","г. Новосибирск, ул. Новогодняя, д. 38",89139057869,irina.florens1995@gmail.com,,1.0,3504.9,31.5
761,8927032,Новосибирская область,"Товарищество собственников жилья ""Кировец-4""","ТСЖ ""Кировец-4""",Наталья Константиновна Котина,5403208346,1085403006039.0,"г. Новосибирск, ул. Римского-Корсакова, д. 17","г. Новосибирск, ул. Римского-Корсакова, д. 17",89232287837,natalia_kotina@mail.ru,,1.0,4645.6,23.0
762,8787124,Новосибирская область,"Товарищество собственников жилья ""Клен""","ТСЖ ""Клен""",Игорь Анатольевич Липский,5404266220,1065404010341.0,"г. Новосибирск, ул. Степная, д. 41/1","г. Новосибирск, ул. Степная, д. 41/1",89137616262,ops406@mail.ru,reformagkh.ru,1.0,6771.1,30.0
763,8926717,Новосибирская область,"Товарищество собственников жилья ""Ключ-Камышенский""","ТСЖ ""Ключ-Камышенский""",Алексей Николаевич Рябов,5405305338,1055405215931.0,"г. Новосибирск, ул. Ключ-Камышенское Плато, д. 14","г. Новосибирск, ул. Ключ-Камышенское Плато, д. 14",+73833381155,3381155@mail.ru,,1.0,31408.0,35.0
764,8927813,Новосибирская область,"Товарещество Собственников Жилья ""Ключ-Камышенский №2""","ТСЖ ""Ключ-Камышенский №2""",Владислав Анатольевич Нечепуренко,5405405477,1095405028498.0,"г. Новосибирск, ул. Ключ-Камышенское Плато, д. 12","г. Новосибирск, ул. Ключ-Камышенское Плато, д. 12",3833270875 3833270857,kkp1@list.ru,,1.0,17305.4,36.5
765,8927817,Новосибирская область,"Товарещество Собственников Жилья ""Ключ-Камышенский №3""","ТСЖ ""Ключ-Камышенский №3""",Владислав Анатольевич Нечепуренко,5405437824,1115476080180.0,"г. Новосибирск, ул. Ключ-Камышенское Плато, д. 14/1","г. Новосибирск, ул. Ключ-Камышенское Плато, д. 12",3833270875 3833270857,kkp1@list.ru,,1.0,22305.2,36.0
766,8933417,Новосибирская область,"Товарищество собственников жилья ""К.Маркса, 49А""","ТСЖ ""К.Маркса,49А""",алексей борисович гребенщиков,5445037533,1145476100582.0,"г. Бердск, ул. К.Маркса, д. 49А","г. Бердск, ул. К.Маркса, д. 49А",83834120094,monolith_uk@mail.ru,,1.0,2605.7,26.5
767,8932988,Новосибирская область,"товарищество собственников жилья ""К.Маркса, 56""","ТСЖ ""К.Маркса, 56""",Константин Владимирович Чакин,5445037477,1145476099460.0,"г. Бердск, ул. К.Маркса, д. 56","г. Бердск, ул. К.Маркса, д. 56",83834120094,2085015@mail.ru,iberdsk.ru,1.0,7006.8,24.5
768,8936037,Новосибирская область,"Товарищество собственников жилья ""К.Маркса, 66""","ТСЖ ""К.Маркса, 66""",Галина  Ивановна Катанцева ,5445037011,1145476079132.0,"г. Бердск, ул. К.Маркса, д. 66","г. Бердск, ул. К.Маркса, д. 66",3834120094,2085015@mail.ru,iberdsk.ru,1.0,5272.9,27.5
769,8927198,Новосибирская область,Товарищество собственников жилья «Колос»,ТСЖ «Колос»,Анатолий Андреевич Грибеннников,5403224387,1095403004476.0,"г. Новосибирск, ул. Чигорина, д. 10/1","г. Новосибирск, ул. Чигорина, д. 10/1",8-953-858-33-63,tsgkolos@mail.ru,http://тсж.жкхнсо.рф/тсж-колос/,1.0,2635.5,27.5
770,8914780,Новосибирская область,"Товарищество собственников жилья ""Колхидская-5""","ТСЖ ""Колхидская-5""",Денис Владимирович Алейников,5404513960,1145476070882.0,"г. Новосибирск, ул. Колхидская, д. 5","г. Новосибирск, ул. Колхидская, д. 5",8-951-393-30-50,tsg_5@mail.ru,,1.0,6646.0,32.5
771,8914779,Новосибирская область,"Товарищество собственников жилья ""Колхидская-7""","ТСЖ ""Колхидская-7""",Елена Евгеньевна Чырман,5404506761,1145476033262.0,"г. Новосибирск, ул. Колхидская, д. 7","г. Новосибирск, ул. Колхидская, д. 7",8-913-949-83-31,chee015@yandex.ru,,1.0,7724.7,33.5
772,8922929,Новосибирская область,"Товарищество собственников жилья  ""Комсомольская 14""","ТСЖ ""Комсомольская 14""",Татьяна Александровна Кунсайтес,5403341556,1125476161030.0,"г. Новосибирск, ул. Комсомольская, д. 14, п. 111","г. Новосибирск, ул. Комсомольская, д. 14, п. 111",328-17-68,,www.тсж-комсомольская14.рф,1.0,6207.4,19.5
773,8487380,Новосибирская область,Товарищество Собственников Жилья Комфорт,"ТСЖ ""Комфорт""",Анатолий Анатольевич Одинцов,5404238350,1045401528391.0,"г. Новосибирск, пр-кт. Карла Маркса, д. 26/4","г. Новосибирск, пр-кт. Карла Маркса, д. 26/4",8 383 344-51-50,komfort.dom26@mail.ru,,1.0,9134.2,33.5
774,8890897,Новосибирская область,"Товарищество собственников жилья ""Комфорт""","ТСЖ ""Комфорт""",Елена Вячеславовна Успенская,5406423662,1075406053690.0,"г. Новосибирск, ул. Гоголя, д. 38","г. Новосибирск, ул. Гоголя, д. 38",201-64-61,nskgogola38@mail.ru,nskgogola38.ru,1.0,24074.3,0.0
775,8753492,Новосибирская область,"Товарищество собственников жилья ""Комфорт-2""","ТСЖ ""Комфорт-2""",Тамара Ильинична Петрова,5406153448,1025402478320.0,"г. Новосибирск, ул. Ипподромская, д. 34/2","г. Новосибирск, ул. Ипподромская, д. 34/2",(383)201-32-68,tsg-komfort-2@yandex.ru,http://www.reformagkh.ru/user/62136/edit.,1.0,3631.0,26.5
776,8924896,Новосибирская область,"ТСЖ ""Комфорт-2001""","ТСЖ ""Комфорт-2001""",Александр Григорьевич Головатюк,5406226495,1035402466725.0,"г. Новосибирск, ул. Державина, д. 13","г. Новосибирск, ул. Щетинкина, д. 66",8(383)222-29-65,komfort-2001@mail.ru,,1.0,10519.6,28.5
777,8440490,Новосибирская область,"Товарищество собственников жилья ""Комфорт-3""","ТСЖ ""Комфорт-3""",Ирина Ивановна Еловская,5402140215,1025401016431.0,"г. Новосибирск, ул. Жуковского, д. 97","г. Новосибирск, ул. Жуковского, д. 97",8(383)200-02-66,komfort-3@rambler.ru,,1.0,7509.0,35.5
778,8483988,Новосибирская область,"Товарищество собственников жилья ""КОМФОРТ-4""","ТСЖ ""КОМФОРТ-4""",Светлана Михайловна Филиппова,5404152167,1025401508516.0,"г. Новосибирск, ул. Пархоменко, д. 11","г. Новосибирск, ул. Пархоменко, д. 11",355-86-31,muziksveta@mail.ru,,1.0,7152.0,27.0
779,8873057,Новосибирская область,"Товарищество собственников жилья ""Комфорт-5""","ТСЖ "" Комфорт-5""",Ирина Михайловна Петрова,5406164344,1025402488990.0,"г. Новосибирск, ул. Державина, д. 61","г. Новосибирск, ул. Державина, д. 61",2899025,mary.zwerewa@yandex.ru,dom.gosuslugi.ru,1.0,5367.3,32.5
780,8898766,Новосибирская область,Товарищество собственников жилья Комфорт плюс,ТСЖ Комфорт плюс,Евгений Альгердович Кольцов,5433113282,1025404348573.0,"рп. Краснообск, д. 214","рп. Краснообск, д. 214",3485817,komfort-plus214@mail.ru,https://sites.google.com/site/krasnoobsk214/,1.0,8257.0,24.5
781,8579109,Новосибирская область,"Товарищество собственников жилья ""Кондор""",ТСЖ Кондор,Галина Александровна Масловская,5402170107,1025401017366.0,"г. Новосибирск, ул. Галущака, д. 3","г. Новосибирск, ул. Галущака, д. 3",2255616,Tsg-Kondor@yandex.ru,http://www.reformagkh.ru,1.0,16401.1,33.5
782,8037795,Новосибирская область,"Товарищество собственников жилья ""Коперник""","ТСЖ ""Коперник""",Лилия Алексеевна Маякина,5402453352,1055402004008.0,"г. Новосибирск, ул. Кавалерийская, д. 2","г. Новосибирск, ул. Кавалерийская, д. 2",+7(383)20-32-808,kopernik_tcg@mail.ru,http://www.тсж-коперник.рф/,1.0,23304.0,34.0
783,8915016,Новосибирская область,"Товарищество собственников жилья ""Корона""","ТСЖ ""Корона""",Виктор Николаевич Видеников,5405398780,1095405019786.0,"г. Новосибирск, ул. Кирова, д. 25","г. Новосибирск, ул. Кирова, д. 25",266-06-36,tsjkorona@rambler.ru,http://731.degkh.ru/tszh_korona/,1.0,37130.9,34.0
784,7668755,Новосибирская область,"Товарищество собственников жилья ""Корона-Шпиль""","ТСЖ ""Корона-Шпиль""",Вячеслав Юрьевич Ашурков,5407257288,1035403213120.0,"г. Новосибирск, пр-кт. Димитрова, д. 19","г. Новосибирск, пр-кт. Димитрова, д. 19",8-913-911-1480,korona-shpil@yandex.ru,http://731.degkh.ru/tszh_korona_shpil/,1.0,3557.4,31.0
785,8915555,Новосибирская область,"Товарищество собственников жилья ""Космическое""","ТСЖ ""Космическое""",Михаил Юрьевич Богданов,5403166569,1035401313991.0,"г. Новосибирск, ул. Блюхера, д. 30","г. Новосибирск, ул. Блюхера, д. 30",8-913-910-66-72,bluchera-30@mail.ru,731.degkh.ru/tszh_kosmicheskoe/,1.0,5249.8,0.0
786,8919391,Новосибирская область,"Товарищество собственников жилья ""Костычева,8""","ТСЖ ""Костычева,8""",Тамара Дмитриевна Кушнаренко,5404452393,1115476170370.0,"г. Новосибирск, ул. Костычева, д. 8","г. Новосибирск, ул. Костычева, д. 8",8-961-218-69-93,Kostycheva8@mail.ru,731.degkh.ru,1.0,6045.7,0.0
787,8829835,Новосибирская область,"Товарищество собственников жилья ""Кошурникова 8""","ТСЖ ""Кошурникова 8""",Нина Александровна Оноприенко,5401291081,1075400003876.0,"г. Новосибирск, ул. Кошурникова, д. 8","г. Новосибирск, ул. Кошурникова, д. 8",8-952-943-60-47,tsj_kosh8@mail.ru,koshur-8.narod.ru,1.0,20738.0,0.0
788,8595810,Новосибирская область,"Товарищество собственников жилья ""Красный 234""","ТСЖ ""Крансый 234""",Елена Владимировна Аленинина,5402551840,1125476095480.0,"г. Новосибирск, пр-кт. Красный, д. 234","г. Новосибирск, пр-кт. Красный, д. 234",89137898387,alenina.1969@mail.ru,http://tsg54.ru/red234/,1.0,6695.4,28.5
789,8916250,Новосибирская область,"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""КРАСНАЯ ГОРКА""","ТСЖ ""КРАСНАЯ ГОРКА""",Татьяна Геннадьевна Чернакова,5410784735,1145476063204.0,"г. Новосибирск, ул. Богдана Хмельницкого, д. 38","г. Новосибирск, ул. Богдана Хмельницкого, д. 38",+79607986925,krasnayagorka.tszh@mail.ru,731.degkh.ru/tszh_krasnaya_gorka/,1.0,5237.3,29.5
790,8935225,Новосибирская область,"Товарищество собственников жилья ""Красная Сибирь, 100""","ТСЖ ""Красная Сибирь, 100""",Виктор  Васильевич Князев ,5445036360,1145476040478.0,"г. Бердск, ул. Красная Сибирь, д. 100","г. Бердск, ул. Красная Сибирь, д. 100",3834120094,2085015@mail.ru,iberdsk.ru,1.0,5189.4,23.5
791,8626019,Новосибирская область,"Товарищество собственников жилья ""Красная Сибирь, 132""","ТСЖ ""Красная Сибирь, 132""",Людмила Ивановна Захарова,5445261736,1095445002949.0,"г. Бердск, ул. Красная Сибирь, д. 132","г. Бердск, ул. Красная Сибирь, д. 132",43001,redsiberia132@yandex.ru,http://краснаясибирь132.домтсж.рф,1.0,14232.4,31.5
792,8608862,Новосибирская область,Товарищество собственников жилья «Краснообск 108»,ТСЖ «Краснообск 108»,Роман Викторович Федоренко,5433186354,1115476123179.0,"рп. Краснообск, д. 108","рп. Краснообск, д. 108",+7 951-382-00-44,tsg_krasnoobsk108@mail.ru,http://108.videodom54.ru/,1.0,10726.7,28.5
793,8917221,Новосибирская область,"Товарищество собственников жилья ""Краснообск-110""","ТСЖ ""Краснообск-110""",Галина Степановна Ивлева  Галина,5433195670,1135476177319.0,"рп. Краснообск, д. 110","рп. Краснообск, д. 110",+79139451156,krasnoobsk110@mail.ru,,1.0,10670.7,31.5
794,8913425,Новосибирская область,"Товарищество собственников жилья ""Краснообск-217""","ТСЖ ""Краснообск-217""",Борис Анатольевич Шулятьев,5433160733,1055475039839.0,"рп. Краснообск, д. 217, п. 6","рп. Краснообск, д. 217, п. 6",8-952-940-86-70,sapynoff@mail.ru,http://тсж.жкхнсо.рф/тсж-краснообск217/,1.0,7532.9,32.5
795,8024653,Новосибирская область,"Товарищество собственников жилья ""Красный 24""","ТСЖ ""Красный 24""",Эльвира Николаевна Садовская,5406395101,1075400002655.0,"г. Новосибирск, пр-кт. Красный, д. 24","г. Новосибирск, пр-кт. Красный, д. 24",7(913)4559527,Krasny24@mail.ru,http://731.degkh.ru/tszh_krasnyy_24/,1.0,2523.8,34.0
796,8939658,Новосибирская область,"Товарищество собственников жилья ""Красный дом""","ТСЖ ""Красный дом""",Евгений Иванович Шилов,5410785168,1145476073698.0,"г. Новосибирск, ул. Народная, д. 24","г. Новосибирск, ул. Народная, д. 24",8 953-767-14 81,tsgkrasnyydom.narodnia@mail.ru,http://731.degkh.ru/tszh_krasnyy_dom,1.0,9450.9,50.5
797,8560550,Новосибирская область,"Товарищество собственников жилья  ""Красный проспект, 13""","ТСЖ ""Красный проспект, 13""",Ирина Викторовна Елисеева,5406144517,1025402495227.0,"г. Новосибирск, пр-кт. Красный, д. 13","г. Новосибирск, пр-кт. Красный, д. 13",73832188184,tsjkp@mail.ru,http://тсжкп13.рф/,1.0,7926.7,31.5
798,8009463,Новосибирская область,"Товарищество собственников жилья ""Красный проспект 157""","ТСЖ ""Красный проспект 157""",Людмила Павловна Орлова,5402498554,1085402011090.0,"г. Новосибирск, пр-кт. Красный, д. 157","г. Новосибирск, пр-кт. Красный, д. 157",383-216-04-19,krasniy_prospekt157@211.ru,www.тсж157.рф,1.0,12954.1,23.5
799,8463807,Новосибирская область,"Товарищество собственников жилья ""Красный проспект, 163""","ТСЖ ""Красный проспект, 163""",Вадим Борисович Вихров,5402526280,1105476012212.0,"г. Новосибирск, пр-кт. Красный, д. 163, п. 40","г. Новосибирск, пр-кт. Красный, д. 163, п. 40",8-913-925-06-92,2250829@mail.ru,www.reformagkh.ru,1.0,11054.0,34.0
800,8923263,Новосибирская область,"Товарищество собственников жилья ""Красный проспект,171А""","ТСЖ""Красный проспект,171А""",Вера Петровна Лепихина,5402553653,1125476123563.0,"г. Новосибирск, пр-кт. Красный, д. 171А","г. Новосибирск, пр-кт. Красный, д. 171А",8-913-911-01-88,helga757@yandex.ru,,1.0,4529.0,34.0
801,8601077,Новосибирская область,"Товарищество собственников жилья ""Красный проспект, 173""","ТСЖ ""Красный проспект, 173""",Татьяна Григорьевна Васильева,5402549015,1125476048598.0,"г. Новосибирск, пр-кт. Красный, д. 173","г. Новосибирск, пр-кт. Красный, д. 173",2256341,prospekt173@list.ru,,1.0,5562.2,21.5
802,8584196,Новосибирская область,"Товарищество собственников жилья ""Красный проспект 181""","ТСЖ ""Красный проспект 181""",Андрей Анатольевич Решедько,5402545860,1115476163065.0,"г. Новосибирск, пр-кт. Красный, д. 181","г. Новосибирск, пр-кт. Красный, д. 181", (383) 239-0913,prospekt181@gmail.com,http://tsg54.ru/kp181/,1.0,24995.5,36.0
803,8919577,Новосибирская область,"Товарищество собственников жилья  ""Красный проспект,45""","ТСЖ ""Красный проспект,45""",Юрий Владимирович Зуев,5406515419,1085406053413.0,"г. Новосибирск, пр-кт. Красный, д. 45","г. Новосибирск, пр-кт. Красный, д. 45",89232332963,zzzuew@rambler.ru,http://731.degkh.ru/tszh_krasnyy_prospekt_45/,1.0,1833.8,32.0
804,8916481,Новосибирская область,"Товарищество собственников жилья ""Красный проспект 49""","ТСЖ ""Красный проспект 49""",Игорь Юрьевич Сосунов,5406404356,1075400004184.0,"г. Новосибирск, пр-кт. Красный, д. 49","г. Новосибирск, пр-кт. Красный, д. 49",8 (383) 2213233,krasnyi49@mail.ru,http://etsj.ru/group30720,1.0,3591.3,34.5
805,8915084,Новосибирская область,"Товарищество собственников жилья ""Красный проспект,56""","ТСЖ  ""Красный проспект,56""",Валерий Михайлович Астафуров,5406385625,1075400000785.0,"г. Новосибирск, пр-кт. Красный, д. 56","г. Новосибирск, пр-кт. Красный, д. 56",8 913-742-00-34,buh_esk@mail.ru,,1.0,5079.0,0.0
806,8906926,Новосибирская область,"Товарищество собственников жилья ""Красный проспект ,56а""","ТСЖ ""Красный проспект, 56а""",Александр Васильевич Семенюк,5406565956,1105406010896.0,"г. Новосибирск, пр-кт. Красный, д. 56а","г. Новосибирск, пр-кт. Красный, д. 56а",292-54-14,tsg_oazis@mail.ru,www.reformagkh.ru,1.0,3235.0,22.5
807,8914699,Новосибирская область,"Товарищество собственников жилья ""Красный проспект, 70""","ТСЖ ""Красный проспект, 70""",Любовь Степановна Творогова,5406516275,1085406054546.0,"г. Новосибирск, пр-кт. Красный, д. 70","г. Новосибирск, пр-кт. Красный, д. 70",243-57-26,redpros@yandex.ru,,1.0,5526.08,23.5
808,8915372,Новосибирская область,"Товарищество собственников жилья ""Красный проспект 87/1""","ТСЖ ""Красный проспект 87/1""",Олег Владиславович Бородулин,5402572582,1025400004552.0,"г. Новосибирск, пр-кт. Красный, д. 87/1","г. Новосибирск, пр-кт. Красный, д. 87/1",8-913-774-0949,borodulin_o@bk.ru,тсж-красный-проспект-87-1.рф,1.0,8437.2,18.0
809,8915730,Новосибирская область,"Товарищество собственников жилья ""Красный проспект 87/2""","ТСЖ ""Красный проспект 87/2""",Екатерина Дмитриевна Матвеева,5402569460,1135476167474.0,"г. Новосибирск, пр-кт. Красный, д. 87/2","г. Новосибирск, пр-кт. Красный, д. 87/2, п. 00",8-913-777-5-999,K-mat@mail.ru,dom.gosuslugi.ru,1.0,9697.0,61.0
810,8936671,Новосибирская область,"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""КРАСНЫЙ ПРОСПЕКТ 98""","ТСЖ ""КРАСНЫЙ ПРОСПЕКТ 98""",СВЕТЛАНА НИКОЛАЕВНА ШАДРИНА,5402569798,1135476171841.0,"г. Новосибирск, пр-кт. Красный, д. 98","г. Новосибирск, пр-кт. Красный, д. 98",89139165677,krprospekt98@mail.ru,,1.0,9679.6,0.0
811,8914597,Новосибирская область,"Товарищество собственников жилья ""КРИСТАЛЛ""","ТСЖ ""КРИСТАЛЛ""",Ольга Михайловна Путро,5403203002,1085403000242.0,"г. Новосибирск, ул. Зорге, д. 271","г. Новосибирск, ул. Зорге, д. 271",342-76-88,tsgkristall271@mail.ru,731.degkh.ru/tszh_kristall/,1.0,9080.0,0.0
812,8915863,Новосибирская область,"Товарищество собственников жилья ""Кристальный""","ТСЖ ""Кристальный""",Наталья Юрьевна Прудникова,5402506325,1085402022903.0,"г. Новосибирск, ул. Дуси Ковальчук, д. 14","г. Новосибирск, ул. Дуси Ковальчук, д. 14",284-25-68,ofis14@mail.ru,reformagkh.ru/mymanager/organization/8915863,1.0,18508.1,0.0
813,8101237,Новосибирская область,"Товарищество собственников жилья  ""Кропоткина 108""","ТСЖ ""Кропоткина 108""",Николай Андреевич Исаев,5402507833,1095402001463.0,"г. Новосибирск, ул. Кропоткина, д. 108","г. Новосибирск, ул. Кропоткина, д. 108",(383)289-99-07,tcg-108@yandex.ru,http://731.degkh.ru/tszh_kropotkina_108,1.0,11330.0,29.5
814,8915303,Новосибирская область,"товарищество собственников жилья  ""Кропоткина 116""","ТСЖ ""Кропоткина 116""",Расим Хамзинович Сираев,5402507840,1095402001474.0,"г. Новосибирск, ул. Кропоткина, д. 116","г. Новосибирск, ул. Кропоткина, д. 116",+79139453921,rohstoff@yandex.ru,,1.0,13171.3,33.5
815,8441757,Новосибирская область,"Товарищество собственников жилья ""КРОПОТКИНА 116/1""","ТСЖ ""Кропоткина 116/1""",Сергей Александрович Ханафеев,5402473447,1065400045644.0,"г. Новосибирск, ул. Кропоткина, д. 116/1","г. Новосибирск, ул. Кропоткина, д. 116/1",(383)2259283,tsg116-1@yandex.ru,http://www.reformagkh.ru/mymanager/organization/8441757,1.0,13063.2,30.5
816,8606937,Новосибирская область,Товарищество собственников жилья «Кропоткина 261»,ТСЖ «Кропоткина 261»,Татьяна Александровна Полозова,5402510392,1095402004202.0,"г. Новосибирск, ул. Кропоткина, д. 261","г. Новосибирск, ул. Кропоткина, д. 261","+7(913) 3850948, 2092356",info@k261.ru,http://www.k261.ru,1.0,12819.5,33.5
817,8919411,Новосибирская область,"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""КРЫЛОВА 3""","ТСЖ ""КРЫЛОВА 3""",КЛЕМЕНТИЙ ЭРНСТОВИЧ ПИНИГИН,5406392887,1075400002325.0,"г. Новосибирск, ул. Крылова, д. 3","г. Новосибирск, ул. Крылова, д. 3",383-2927203,kr2925203@ya.ru,http://731.degkh.ru/tszh_krylova_3/,1.0,5751.0,35.0
818,8917815,Новосибирская область,"Товарищество собственников жилья ""Крылова, 48""","ТСЖ ""Крылова, 48""",Лариса Валерьевна Вялкова,5406174737,1035402452524.0,"г. Новосибирск, ул. Крылова, д. 48","г. Новосибирск, ул. Крылова, д. 48",2246708,lrisa-vv@mail.ru,www.reformagkh.ru,1.0,12544.0,30.5
819,8920529,Новосибирская область,"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""КУДРЯШОВСКОЕ""","ТСЖ ""КУДРЯШОВСКОЕ""",Светлана Александровна Тимошенко,5433179533,1095475005009.0,"дп. Кудряшовский, ул. Октябрьская, д. 7а, п. 23","дп. Кудряшовский, ул. Октябрьская, д. 7а, п. 23",23-940-23,2394023@mail.ru,тсжкудряшовское.рф,1.0,7621.8,32.5
820,8926045,Новосибирская область,"ТСЖ ""Лада""","ТСЖ ""Лада""",Ольга Степановна Фролова,5405325486,1065405129305.0,"г. Новосибирск, ул. Грибоедова, д. 80","г. Новосибирск, ул. Грибоедова, д. 80",+7-905-950-6190,os-frolova@mail.ru,731.degkh.ru/tszh_lada_na_griboedova,3.0,14003.4,35.0
821,8678427,Новосибирская область,"Товарищество собственников жилья ""Лада""","ТСЖ ""Лада""",Михаил Валентинович Степанов,5401284976,1075400001710.0,"г. Новосибирск, ул. Адриена Лежена, д. 25","г. Новосибирск, ул. Адриена Лежена, д. 25",(383) 335-14-58,tsg-lada@mail.ru,tsglada.ru,5.0,54654.58,29.0
822,8926025,Новосибирская область,"Товарищество собственников жилья ""Лазурный 2""","ТСЖ ""Лазурный 2""",Андрей Николаевич Голуб,5405468445,1135476014134.0,"г. Новосибирск, ул. Высоцкого, д. 45","г. Новосибирск, ул. Высоцкого, д. 45",89231010274,uslugigkh@mail.ru,,1.0,13618.7,29.5
823,8868243,Новосибирская область,"Товарищество собственников жилья ""Ландыш""",ТСЖ Ландыш,Дмитрий Александрович Деков,5401265638,1065401052452.0,"г. Новосибирск, ул. Бориса Богаткова, д. 262","г. Новосибирск, ул. Бориса Богаткова, д. 262",8-923-777-61-27,dimitrius.dek@mail.ru,,1.0,6165.0,28.5
824,8922323,Новосибирская область,"Товарищество собственников жилья ""Ласка""","ТСЖ ""Ласка""",Галина Андреевна Немчинова,5410007383,1065410040244.0,"г. Новосибирск, ул. Богдана Хмельницкого, д. 3","г. Новосибирск, ул. Богдана Хмельницкого, д. 3",83832761493,gelann@yandex.ru,http://profunion.info/0007086/,1.0,3848.0,30.5
825,7818157,Новосибирская область,"Товарищество собственников жилья ""Левобережное""","ТСЖ ""Левобережное""",Любовь Николаевна Самочернова,5404337175,1075400004668.0,"г. Новосибирск, ул. Троллейная, д. 35","г. Новосибирск, ул. Троллейная, д. 35",344-34-69,tsj-lb@mail.ru,731.degkh.ru/tszh_levoberezhnoe/,1.0,6869.6,29.0
826,8922700,Новосибирская область,"Товарищество собственников жилья ""Лежена 17""","ТСЖ ""Лежена 17""",Александр Петрович Калужский,5401378310,1145476045220.0,"г. Новосибирск, ул. Адриена Лежена, д. 17","г. Новосибирск, ул. Адриена Лежена, д. 17",+73833807039,info@lezhena17.ru,http://lezhena17.ru,1.0,23156.4,32.0
827,8933909,Новосибирская область,"Товарищество собственников жилья ""Ленина, 106""","ТСЖ ""Ленина, 106""",Любовь Анатольевна Луценко,5445037460,1145476099450.0,"г. Бердск, ул. Ленина, д. 106","г. Бердск, ул. Ленина, д. 106",3834120094,2085015@mail.ru,iberdsk.ru,1.0,4476.6,24.5
828,8474074,Новосибирская область,"Товарищество собственников жилья ""Ленина 15""","ТСЖ ""Ленина 15""",Екатерина Владиславовна Белова,5407020433,1065407141051.0,"г. Новосибирск, ул. Ленина, д. 15","г. Новосибирск, ул. Ленина, д. 15",(383)203-52-36,tsglenina1569@mail.ru,,1.0,4152.6,0.0
829,8485321,Новосибирская область,"Товарищество собственников жилья ""Ленина, 28""","ТСЖ ""Ленина, 28""",Александр Сергеевич Одиноков,5407234837,1025403215056.0,"г. Новосибирск, ул. Ленина, д. 28","г. Новосибирск, ул. Ленина, д. 28",2271016,28Lenina@ngs.ru,http://tsg-lenina-28.ru,1.0,11857.8,0.0
830,8914974,Новосибирская область,"Товарищество собственников жилья ""Ленинградская, 101""","ТСЖ ""Ленинградская,101""",Петр Алексеевич Гамалеев,5405184725,1025401923634.0,"г. Новосибирск, ул. Ленинградская, д. 101","г. Новосибирск, ул. Ленинградская, д. 101",8-(383)-359-92-45,3599245@mail.ru,http://731.degkh.ru/tszh_leningradskaya_101/,1.0,14235.6,28.5
831,8932308,Новосибирская область,"Товарищество собственников жилья ""Лескова 15""","ТСЖ ""Лескова 15""",Валентина Васильевна Выртос,5407001938,1055407009338.0,"г. Новосибирск, ул. Лескова, д. 15","г. Новосибирск, ул. Лескова, д. 15",8-903-076-4661,leskova-15@mail.ru,leskova 15.ru,1.0,0.0,19.5
832,8216121,Новосибирская область,"Товарищество собственников жилья  ""Лесной""","ТСЖ ""Лесной""",Виктор Александрович Гуськов,5403173598,1045401323329.0,"г. Новосибирск, ул. Новогодняя, д. 28/1","г. Новосибирск, ул. Новогодняя, д. 28/1",346-40-18,tsgles@mail.ru,,1.0,17783.93,30.5
833,8618865,Новосибирская область,Товарищество собственников жилья Лесной рай,ТСЖ Лесной рай,Наталья Сергеевна Хисамова,5408181867,1025403659160.0,"г. Новосибирск, ул. Зеленая Горка, д. 10","г. Новосибирск, ул. Зеленая Горка, д. 10",89059334372,nathis@yandex.ru,,1.0,3053.7,31.5
834,8915312,Новосибирская область,"Товарищество собственников жилья ""Лесной рассвет""","ТСЖ ""Лесной рассвет""",Ольга Анатольевна Добрычева,5402564020,1135476093873.0,"г. Новосибирск, ул. Дачная, д. 23/3","г. Новосибирск, ул. Дачная, д. 23/3",214 45 24,TCG2144524@mail.ru,дачная-23-3.рф,1.0,7445.4,33.5
835,7560493,Новосибирская область,"Товарищество собственников жилья ""Лидер""","ТСЖ ""Лидер""",Евгений Сергеевич Сидоров,5408267786,1085473018080.0,"г. Новосибирск, ул. Лесосечная, д. 16","г. Новосибирск, ул. Лесосечная, д. 16",8-923-704-54-61,luba_054@mail.ru,,2.0,14888.0,0.0
836,8906156,Новосибирская область,"Товарищество собственников жилья ""Линейная-43""","ТСЖ ""Линейная-43""",Николай Алексеевич Погудин,5402547226,1125476018095.0,"г. Новосибирск, ул. Линейная, д. 43, п. 107","г. Новосибирск, ул. Линейная, д. 43, п. 107",+7 913-750-2635,lineynaya43@mail.ru,https://www.reformagkh.ru/mymanager/organization/8906156/,1.0,6383.3,34.5
837,8928229,Новосибирская область,"Товарищество собственников жилья ""Литейщик""","ТСЖ ""Литейщик""",Наталья Кирилловна Макарова,5403183814,1065403046213.0,"г. Новосибирск, ул. Петухова, д. 28","г. Новосибирск, ул. Петухова, д. 28",215-14-35,litejshhik@gmail.com,http://liteyschik.kvado.ru/,1.0,3429.7,31.0
